query_id,prompt,ground_truth,ambiguity_tier,prompt_tags,rule_based_tool,always_local_tool,zero_shot_llm_tool,zero_shot_llm_reason,few_shot_llm_tool,few_shot_llm_reason,cot_llm_tool,cot_llm_reason,langgraph_agent_tool,langgraph_agent_reason
13,How does Amazon Web Services compete against Microsoft Azure and Google Cloud?,web,2,"['amazon', 'AWS', 'competitive_analysis', 'current_market_or_local_doc', 'cloud']",uncertain,local,web,,web,,web,,web,"The query seeks current competitive dynamics and strategies in the cloud services market, which are subject to change and require real-time information."
14,What is American Express's strategy for growing its international card services business?,local,2,"['amex', 'international', 'strategy', 'local_doc_or_web_analysis', 'ICS_segment']",uncertain,local,web,,web,,web,,web,"The query seeks information about a current business strategy, which is dynamic and subject to change."
15,How is Alphabet integrating Gemini AI across its product portfolio?,web,2,"['alphabet', 'gemini', 'AI_strategy', 'recent_web_or_local_doc', 'product']",uncertain,local,web,,web,,web,,web,"The query seeks current information about Alphabet's integration of Gemini AI, which is a real-time development in their product portfolio."
16,What does Adobe's Firefly generative AI model do and how is it used commercially?,local,2,"['adobe', 'firefly', 'generative_AI', 'local_doc_overview_or_web_detail', 'product']",uncertain,local,web,,web,,web,,web,The query seeks current information about Adobe's Firefly generative AI model and its commercial applications.
17,What are Airbnb's key financial performance metrics that investors track?,local,2,"['airbnb', 'KPIs', 'GBV', 'local_doc_or_web_summary', 'investor_relations']",uncertain,local,local,,local,,local,,local,"The query asks for key financial performance metrics, which are typically historical or static data relevant to investors."
18,How many shares of Amazon common stock were outstanding as of early 2026?,web,2,"['amazon', 'shares_outstanding', 'current_web_or_local_doc', 'specific_date', 'equity']",local,local,local,,local,,local,,local,The query asks for historical data regarding the number of shares outstanding for Amazon as of a specific date in the past.
19,What makes American Express's business model different from Visa and Mastercard?,local,2,"['amex', 'differentiated_model', 'local_doc_or_web_analysis', 'competitive_positioning']",uncertain,local,local,,web,,web,,local,"The query seeks a comparative analysis of business models, which typically involves historical and static information about the companies."
20,What revenue segments does Alphabet break out in its financial reporting?,local,2,"['alphabet', 'revenue_segments', 'local_doc_or_web_summary', 'google_services', 'google_cloud']",uncertain,local,local,,local,,local,,local,"The query asks for specific details about Alphabet's financial reporting, which pertains to historical and document-specific data."
21,What are Adobe's yearly financials for 2025?,local,3,"['adobe', 'bare_query', 'financials', 'highly_vague', 'local_or_web_unclear']",local,local,local,,local,,local,,local,"The query asks for historical financial data for the year 2025, which is static and document-specific."
22,Tell me about Airbnb.,web,3,"['airbnb', 'open_ended', 'highly_vague', 'business_overview_or_web', 'no_specific_intent']",uncertain,local,web,,web,,web,,web,"The query is seeking current information about Airbnb, which may include real-time data or news."
23,How is Amazon's growth?,local,3,"['amazon', 'bare_query', 'growth', 'highly_vague', 'historical_or_current_unclear']",uncertain,local,web,,web,,web,,web,"The query asks for current information about Amazon's growth, which is real-time and not historical data."
24,What should I know about Amex before investing?,web,3,"['amex', 'investment_research', 'highly_vague', '10K_risk_or_web_analysis', 'open_ended']",web,local,web,,web,,web,,web,The query seeks current information and insights about Amex relevant for investment decisions.
25,How is Alphabet performing?,web,3,"['alphabet', 'performance', 'highly_vague', 'fy2025_doc_or_current_web', 'open_ended']",uncertain,local,web,,web,,web,,web,"The query asks for current performance information about Alphabet, which implies a need for real-time data."
26,What is the Adobe AI strategy?,local,3,"['adobe', 'AI', 'bare_query', 'local_doc_or_recent_news', 'highly_vague']",uncertain,local,web,,web,,web,,web,"The query seeks current information about Adobe's AI strategy, which is likely to involve real-time developments and news."
27,What is the outlook for Airbnb?,web,3,"['airbnb', 'forward_looking', 'highly_vague', '10K_guidance_or_analyst_web', 'open_ended']",uncertain,local,web,,web,,web,,web,"The query asks for the current outlook for Airbnb, which implies a need for real-time or live market data."
28,What is Amazon's seasonality?,local,3,"['amazon', 'bare_query', 'seasonality', 'highly_vague', 'local_doc_or_web_explainer']",uncertain,local,local,,local,,web,,local,"The query asks for information about Amazon's seasonality, which pertains to historical patterns and trends in the company's performance."
29,What are the Amex card benefits?,web,3,"['amex', 'bare_query', 'card_benefits', 'highly_vague', 'general_info_or_specific_product_web']",uncertain,local,web,,local,,web,,web,"The query seeks current information about Amex card benefits, which can change over time and may include real-time offers or promotions."
30,What is Alphabet's moonshots strategy?,local,3,"['alphabet', 'bare_query', 'other_bets', 'highly_vague', 'local_doc_or_recent_news']",uncertain,local,web,,local,,web,,web,"The query seeks information about a current strategy of a company, which is likely to involve real-time or live insights."
31,How many full-time equivalent employees did Apple report worldwide as of the end of fiscal year 2025?,local,1,"['apple', 'headcount', '10K_fact', 'specific_date', 'local_doc']",local,local,local,,local,,local,,local,The query asks for historical data regarding Apple's full-time equivalent employees at the end of a specific fiscal year.
32,What are the three geographic reporting segments Cisco uses to break out its revenue in its FY2025 annual report?,local,1,"['cisco', 'geographic_segments', '10K_fact', 'organizational_structure', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for specific information from Cisco's FY2025 annual report, which is historical and document-specific."
33,What was Dell Technologies' total net revenue for fiscal year 2025 as stated in its 10-K filing?,local,1,"['dell', 'total_revenue', '10K_fact', 'financials', 'local_doc']",local,local,local,,local,,local,,local,The query asks for historical financial data from a specific 10-K filing regarding Dell Technologies' total net revenue for fiscal year 2025.
34,What was the total number of orders placed on DoorDash's platform in fiscal year 2025 according to its annual report?,local,1,"['doordash', 'order_volume', '10K_fact', 'platform_metrics', 'local_doc']",local,local,local,,local,,local,,local,The query asks for historical data from DoorDash's annual report for fiscal year 2025.
35,How many retail store locations did GameStop operate globally as of the end of fiscal year 2025 per its 10-K?,local,1,"['gamestop', 'store_count', '10K_fact', 'specific_date', 'local_doc']",local,local,local,,local,,local,,local,The query asks for historical data from a specific 10-K report regarding GameStop's retail store locations at the end of fiscal year 2025.
36,What two reportable segments does HP Inc. organize its operations into according to its FY2025 10-K filing?,local,1,"['hp', 'business_segments', '10K_fact', 'organizational_structure', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for information from HP Inc.'s FY2025 10-K filing, which is a historical and document-specific financial data request."
37,What were IBM's total revenues for fiscal year 2025 as reported in its annual filing?,local,1,"['ibm', 'total_revenue', '10K_fact', 'financials', 'local_doc']",local,local,local,,local,,local,,local,The query asks for historical financial data regarding IBM's total revenues for fiscal year 2025 as reported in its annual filing.
38,What three primary business segments does Microsoft report in its FY2025 annual report?,local,1,"['microsoft', 'business_segments', '10K_fact', 'organizational_structure', 'local_doc']",local,local,local,,local,,local,,local,"The query is asking for information from Microsoft's FY2025 annual report, which is historical and document-specific."
39,"How many paid memberships did Netflix report globally as of December 31, 2025 in its annual filing?",local,1,"['netflix', 'paid_memberships', '10K_fact', 'specific_date', 'local_doc']",local,local,local,,local,,local,,local,The query asks for historical data from Netflix's annual filing as of a specific date.
40,What was Pinterest's global monthly active user count as reported in its FY2025 annual filing?,local,1,"['pinterest', 'monthly_active_users', '10K_fact', 'platform_metrics', 'local_doc']",local,local,local,,local,,local,,local,The query asks for historical data from Pinterest's FY2025 annual filing.
41,What are the two reportable segments Qualcomm identifies in its FY2025 10-K filing?,local,1,"['qualcomm', 'business_segments', '10K_fact', 'organizational_structure', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for information from a specific historical document, the FY2025 10-K filing."
42,"What was Roblox's daily active user count as of December 31, 2025 as reported in its FY2025 annual report?",local,1,"['roblox', 'daily_active_users', '10K_fact', 'specific_date', 'local_doc']",local,local,local,,local,,local,,local,The query asks for historical data from a specific date as reported in an annual report.
43,What was Salesforce's total revenue for fiscal year 2025 as reported in its 10-K annual filing?,local,1,"['salesforce', 'total_revenue', '10K_fact', 'financials', 'local_doc']",local,local,local,,local,,local,,local,The query asks for historical financial data from a specific document (10-K annual filing) regarding Salesforce's total revenue for fiscal year 2025.
44,What was Snowflake's total product revenue for fiscal year 2025 according to its annual report?,local,1,"['snowflake', 'product_revenue', '10K_fact', 'financials', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for historical financial data from an annual report, specifically total product revenue for a past fiscal year."
45,How many trips did Uber complete globally in fiscal year 2025 as disclosed in its annual filing?,local,1,"['uber', 'trip_volume', '10K_fact', 'platform_metrics', 'local_doc']",local,local,local,,local,,local,,local,The query asks for historical data from Uber's annual filing regarding trips completed in fiscal year 2025.
46,What is Visa's current stock price as of today?,web,1,"['visa', 'stock_price', 'real_time', 'financial_market', 'web_only']",web,local,web,,web,,web,,web,"The query asks for Visa's current stock price, which is real-time market data."
47,What promotions or sale events has Wayfair announced in the last 30 days?,web,1,"['wayfair', 'recent_news', 'promotions', 'post_filing', 'web_only']",uncertain,local,web,,web,,web,,web,"The query seeks information about recent promotions or sale events, which are current and time-sensitive."
48,What new hardware products has Apple announced or released in the last 30 days?,web,1,"['apple', 'product_launch', 'recent_news', 'post_filing', 'web_only']",uncertain,local,web,,web,,web,,web,"The query asks for recent announcements or releases, which pertains to current information about Apple's hardware products."
49,What is Microsoft's current market capitalization?,web,1,"['microsoft', 'market_cap', 'real_time', 'financial_market', 'web_only']",web,local,web,,web,,web,,web,"The query asks for Microsoft's current market capitalization, which is a real-time financial metric."
50,What new original shows or movies did Netflix release this week?,web,1,"['netflix', 'content_releases', 'real_time', 'post_filing', 'web_only']",uncertain,local,web,,web,,web,,web,"The query asks for current information about new releases on Netflix, which is real-time data."
51,What is Uber's current Wall Street analyst consensus price target?,web,1,"['uber', 'analyst_ratings', 'real_time', 'investment', 'web_only']",web,local,web,,web,,web,,web,"The query asks for the current Wall Street analyst consensus price target, which is real-time market data."
52,Has Salesforce announced any acquisitions or major partnerships in 2026?,web,1,"['salesforce', 'acquisitions', 'recent_news', 'post_filing', 'web_only']",local,local,web,,web,,web,,web,"The query asks for current information regarding acquisitions or partnerships in 2026, which is real-time data."
53,What is IBM's current trailing twelve-month earnings per share?,web,1,"['ibm', 'EPS', 'real_time', 'financial_market', 'web_only']",web,local,web,,web,,web,,web,"The query asks for IBM's current trailing twelve-month earnings per share, which is a real-time financial metric."
54,What cybersecurity vulnerabilities or threats has Cisco publicly disclosed or warned about in the past month?,web,1,"['cisco', 'cybersecurity', 'recent_news', 'post_filing', 'web_only']",local,local,web,,web,,web,,web,"The query seeks current information about recent cybersecurity vulnerabilities or threats disclosed by Cisco, which falls under real-time data."
55,What is Dell's current price-to-earnings ratio based on the latest market data?,web,1,"['dell', 'valuation_metric', 'real_time', 'financial_market', 'web_only']",web,local,web,,web,,web,,web,"The query asks for Dell's current price-to-earnings ratio, which requires real-time market data."
56,What new cities or international markets has DoorDash expanded into in 2026?,web,1,"['doordash', 'expansion', 'recent_news', 'post_filing', 'web_only']",local,local,web,,local,,web,,web,"The query seeks current information about DoorDash's market expansions in 2026, which is real-time data."
57,What new advertising or creator monetization features has Pinterest launched recently?,web,1,"['pinterest', 'advertising', 'recent_news', 'post_filing', 'web_only']",uncertain,local,web,,web,,web,,web,"The query asks for recent updates on features, which implies a need for current information."
58,Which recent chip licensing deal or OEM partnership has Qualcomm announced?,web,1,"['qualcomm', 'partnerships', 'recent_news', 'post_filing', 'web_only']",uncertain,local,web,,web,,web,,web,"The query seeks information about a recent announcement, which pertains to current events and live market data."
59,What major brand collaborations or gaming events has Roblox announced this quarter?,web,1,"['roblox', 'collaborations', 'recent_news', 'post_filing', 'web_only']",uncertain,local,web,,web,,web,,web,"The query seeks current information about recent announcements and events related to Roblox, which are real-time updates."
60,What product or partnership announcements has Snowflake made at its most recent investor or developer event?,web,1,"['snowflake', 'announcements', 'recent_news', 'post_filing', 'web_only']",web,local,web,,web,,web,,web,"The query seeks current information about recent announcements made by Snowflake, which pertains to live events and updates."
61,What are GameStop's main revenue streams and how has the business shifted toward digital sales?,local,2,"['gamestop', 'revenue_streams', 'digital_transition', 'local_doc_or_web_analysis', 'business_model']",uncertain,local,local,,local,,local,,local,The query seeks historical and document-specific information about GameStop's revenue streams and business shifts.
62,How does Apple's Services segment contribute to its overall revenue compared to iPhone hardware sales?,local,2,"['apple', 'services_segment', 'revenue_mix', 'local_doc_or_web_summary', 'financials']",uncertain,local,local,,local,,local,,local,"The query seeks historical data regarding Apple's revenue contributions from specific segments, which is static financial information."
63,What is Microsoft's strategy for growing Azure cloud services in competition with AWS and Google Cloud?,web,2,"['microsoft', 'azure', 'cloud_strategy', 'competitive_analysis', 'current_market_or_local_doc']",uncertain,local,web,,web,,web,,web,"The query seeks current strategic information about Microsoft's Azure cloud services in relation to competitors, which is real-time and dynamic."
64,What is Netflix's approach to content spending and how does it impact the company's path to profitability?,local,2,"['netflix', 'content_spend', 'profitability', 'local_doc_or_web_analysis', 'financials']",uncertain,local,web,,web,,web,,web,"The query seeks current insights into Netflix's content spending strategy and its impact on profitability, which involves real-time analysis and current market conditions."
65,How does Uber Eats contribute to Uber's total gross bookings and overall business mix?,local,2,"['uber', 'uber_eats', 'gross_bookings', 'local_doc_or_web_summary', 'segment_breakdown']",uncertain,local,local,,local,,local,,local,The query seeks historical or static information about Uber Eats' contribution to Uber's financial metrics.
66,How does Visa's global payment network compare to Mastercard's in terms of transaction volume and market share?,web,2,"['visa', 'competitive_analysis', 'mastercard', 'current_market_or_local_doc', 'payments']",uncertain,local,local,,local,,web,,local,"The query seeks historical and comparative data regarding transaction volume and market share, which are static metrics."
67,What is IBM's strategy for growing its hybrid cloud and AI consulting business?,local,2,"['ibm', 'hybrid_cloud', 'AI_consulting', 'local_doc_or_web_analysis', 'strategy']",uncertain,local,web,,web,,web,,web,"The query seeks current information about IBM's strategy, which is related to real-time business developments."
68,How has Salesforce's acquisition of Slack changed its product strategy and enterprise offerings?,web,2,"['salesforce', 'slack_acquisition', 'product_strategy', 'recent_web_or_local_doc', 'enterprise']",uncertain,local,web,,web,,web,,web,"The query seeks current insights into Salesforce's product strategy and offerings following a recent acquisition, which involves real-time analysis and market context."
69,What industries are Snowflake's largest customers concentrated in according to its annual report?,local,2,"['snowflake', 'customer_concentration', 'industry_verticals', 'local_doc_or_web_summary', 'enterprise']",local,local,local,,local,,local,,local,"The query asks for information from Snowflake's annual report, which is a historical and document-specific source."
70,What is DoorDash's take rate and how does it compare to competitors like Uber Eats and Grubhub?,web,2,"['doordash', 'take_rate', 'competitive_analysis', 'current_market_or_local_doc', 'unit_economics']",uncertain,local,local,,web,,web,,local,"The query asks for specific financial metrics (take rate) and comparisons, which are historical and static in nature."
71,How does Pinterest monetize its platform and what is its average revenue per user?,local,2,"['pinterest', 'monetization', 'ARPU', 'local_doc_or_web_summary', 'advertising']",uncertain,local,local,,local,,web,,local,The query seeks historical and document-specific financial data regarding Pinterest's monetization and average revenue per user.
72,How dependent is Qualcomm on Apple as a customer for its semiconductor revenues?,web,2,"['qualcomm', 'apple_dependency', 'customer_concentration', 'current_market_or_local_doc', 'semiconductors']",uncertain,local,local,,local,,web,,local,"The query seeks historical context regarding Qualcomm's dependency on Apple for semiconductor revenues, which is static information."
73,How does Roblox's developer economy work and what role does the Robux virtual currency play?,local,2,"['roblox', 'developer_economy', 'robux', 'local_doc_or_web_explainer', 'platform_model']",uncertain,local,web,,web,,web,,web,"The query seeks information about the current functioning of Roblox's developer economy and the role of Robux, which involves real-time understanding of the platform's dynamics."
74,What regulatory risks does Apple face in the European Union related to App Store policies?,web,2,"['apple', 'regulatory_risk', 'EU', 'current_web_or_local_doc', 'DMA']",uncertain,local,web,,web,,web,,web,"The query seeks current information about regulatory risks, which can change over time and is relevant to ongoing market conditions."
75,How is Cisco transitioning its business model from hardware sales to software subscriptions and recurring revenue?,local,2,"['cisco', 'business_model_transition', 'software_subscriptions', 'local_doc_or_web_analysis', 'strategy']",uncertain,local,local,,local,,web,,local,"The query seeks historical and strategic information about Cisco's business model transition, which is static in nature."
76,What were Wayfair's key financial performance metrics and customer trends for last fiscal year?,local,2,"['wayfair', 'KPIs', 'financials', 'local_doc_or_web_summary', 'ecommerce']",local,local,local,,local,,local,,local,"The query asks for historical financial performance metrics and customer trends for the last fiscal year, which falls under static financial data."
77,What is Dell's current market position in the enterprise server and PC market relative to HP and Lenovo?,web,2,"['dell', 'market_position', 'competitive_analysis', 'current_market_or_local_doc', 'enterprise_hardware']",web,local,web,,web,,web,,web,"The query seeks real-time information about Dell's current market position relative to competitors, which involves live market data."
78,How does HP Inc. split its revenue between the personal systems and printing segments?,local,2,"['hp', 'segment_revenue', 'personal_systems', 'local_doc_or_web_summary', 'printing']",uncertain,local,local,,local,,local,,local,The query seeks historical or document-specific financial data regarding HP Inc.'s revenue segmentation.
79,What are the key financial highlights from Microsoft's annual financial report?,local,2,"['microsoft', 'financial_highlights', 'local_doc_or_web_summary', 'annual_results', 'financials']",uncertain,local,local,,local,,local,,local,"The query asks for key financial highlights from an annual financial report, which is historical and document-specific data."
80,What is GameStop's strategy for remaining relevant as gaming moves increasingly toward digital distribution?,web,2,"['gamestop', 'digital_strategy', 'competitive_positioning', 'current_web_or_local_doc', 'retail']",uncertain,local,web,,web,,web,,web,The query seeks current information about GameStop's strategy in response to ongoing changes in the gaming industry.
81,What's the deal with Apple?,web,3,"['apple', 'open_ended', 'highly_vague', 'business_overview_or_web', 'no_specific_intent']",uncertain,local,web,,web,,web,,web,"The query asks for current information about Apple, which suggests a need for real-time or live data."
82,How is Microsoft doing?,web,3,"['microsoft', 'performance', 'highly_vague', 'fy2025_doc_or_current_web', 'open_ended']",uncertain,local,web,,web,,web,,web,"The query asks for current performance information about Microsoft, which requires real-time data."
83,Tell me about Netflix's finances.,local,3,"['netflix', 'bare_query', 'financials', 'highly_vague', 'local_or_web_unclear']",uncertain,local,web,,local,,web,,web,"The query is asking for current information about Netflix's finances, which may include real-time data."
84,What should I know about Uber before investing?,web,3,"['uber', 'investment_research', 'highly_vague', '10K_risk_or_web_analysis', 'open_ended']",web,local,web,,web,,web,,web,The query seeks current information and insights about Uber relevant to investment decisions.
85,How is Visa's business?,local,3,"['visa', 'bare_query', 'performance', 'highly_vague', 'local_or_web_unclear']",uncertain,local,web,,web,,web,,web,"The query asks for current information about Visa's business, which implies a need for real-time data."
86,What's IBM up to these days?,web,3,"['ibm', 'open_ended', 'highly_vague', 'recent_news_or_doc_overview', 'no_specific_intent']",uncertain,local,web,,web,,web,,web,"The query asks for current information about IBM's activities, which requires real-time data."
87,What is Salesforce's growth?,local,3,"['salesforce', 'bare_query', 'growth', 'highly_vague', 'historical_or_current_unclear']",uncertain,local,web,,web,,web,,web,"The query asks for current information about Salesforce's growth, which is likely to involve real-time data or recent performance metrics."
88,Tell me about Snowflake.,web,3,"['snowflake', 'open_ended', 'highly_vague', 'business_overview_or_web', 'no_specific_intent']",web,local,web,,web,,web,,web,"The query is seeking current information about Snowflake, which is likely to involve real-time data or news."
89,How is DoorDash performing?,local,3,"['doordash', 'bare_query', 'performance', 'highly_vague', 'local_or_web_unclear']",uncertain,local,web,,web,,web,,web,"The query asks for current performance information about DoorDash, which implies a need for real-time data."
90,What's going on with Pinterest?,web,3,"['pinterest', 'open_ended', 'highly_vague', 'recent_news_or_doc_overview', 'no_specific_intent']",uncertain,local,web,,web,,web,,web,"The query asks for current information about Pinterest, which implies a need for real-time updates or news."
91,What does Qualcomm do?,web,3,"['qualcomm', 'open_ended', 'highly_vague', 'business_overview_or_web', 'no_specific_intent']",uncertain,local,web,,web,,web,,web,The query seeks current information about Qualcomm's business activities.
92,How is Roblox doing?,local,3,"['roblox', 'bare_query', 'performance', 'highly_vague', 'local_or_web_unclear']",uncertain,local,web,,web,,web,,web,"The query asks for current performance information about Roblox, which requires real-time data."
93,What is Cisco's outlook?,web,3,"['cisco', 'forward_looking', 'highly_vague', '10K_guidance_or_analyst_web', 'open_ended']",uncertain,local,web,,web,,web,,web,"The query asks for Cisco's outlook, which typically involves current market analysis and projections."
94,How is Dell's recent performance?,local,3,"['dell', 'bare_query', 'performance', 'highly_vague', 'historical_or_current_unclear']",uncertain,local,web,,web,,web,,web,"The query asks for Dell's recent performance, which implies a need for current or live market data."
95,Tell me about HP.,web,3,"['hp', 'open_ended', 'highly_vague', 'business_overview_or_web', 'no_specific_intent']",uncertain,local,web,,web,,web,,web,"The query is likely seeking current information about HP, which falls under real-time or live data."
96,How is Wayfair's business going?,local,3,"['wayfair', 'bare_query', 'performance', 'highly_vague', 'local_or_web_unclear']",uncertain,local,web,,web,,web,,web,The query asks for current information about Wayfair's business performance.
97,Is GameStop still relevant?,web,3,"['gamestop', 'open_ended', 'highly_vague', 'business_viability_or_web_analysis', 'no_specific_intent']",uncertain,local,web,,web,,web,,web,"The query seeks current relevance, which pertains to real-time market sentiment and news."
98,What are Apple's biggest risks?,local,3,"['apple', 'bare_query', 'risk_factors', 'highly_vague', '10K_risk_or_web_analysis']",uncertain,local,web,,web,,web,,web,"The query seeks current information about Apple's risks, which may involve real-time analysis and news."
99,What's Microsoft's AI play?,web,3,"['microsoft', 'AI_strategy', 'highly_vague', 'recent_news_or_local_doc', 'open_ended']",uncertain,local,web,,web,,web,,web,"The query seeks current information about Microsoft's AI strategy, which is likely to involve real-time developments and news."
100,What's the competitive landscape for Netflix?,web,3,"['netflix', 'competitive_landscape', 'highly_vague', 'current_web_or_local_doc', 'streaming']",uncertain,local,web,,web,,web,,web,"The query seeks current information about the competitive landscape, which involves real-time analysis of market conditions and competitors."
